date;gracia;pr;eixample;prat;montcada;ciutadella;hebron;badalona
2017-08-21 12:00:00;50.0;67.0;49.0;69.0;65.0;71.0;66.0;80.0
2017-08-21 13:00:00;77.0;83.0;69.0;78.0;85.0;92.0;98.0;91.0
2017-08-21 14:00:00;80.0;78.0;79.0;82.0;102.0;105.0;101.0;106.0
2017-08-21 15:00:00;68.0;77.0;66.0;75.0;101.0;82.0;92.0;109.0
2017-08-21 16:00:00;59.0;75.0;59.0;79.0;88.0;71.0;81.0;99.0
2017-08-21 17:00:00;74.0;71.0;58.0;77.0;90.0;92.0;89.0;97.0
2017-08-21 18:00:00;74.0;70.0;67.0;78.0;88.0;96.0;88.0;99.0
2017-08-21 19:00:00;66.0;70.0;54.0;89.0;87.0;97.0;87.0;99.0
2017-08-21 20:00:00;62.0;63.0;44.0;85.0;82.0;92.0;80.0;96.0
2017-08-21 21:00:00;54.0;58.0;44.0;83.0;66.0;86.0;73.0;93.0
2017-08-21 22:00:00;44.0;46.0;52.0;78.0;39.0;77.0;15.0;83.0
2017-08-21 23:00:00;38.0;27.0;42.0;61.0;38.0;34.0;40.0;63.0
2017-08-22 00:00:00;35.0;28.0;43.0;12.0;29.0;30.0;49.0;40.0
2017-08-22 01:00:00;35.0;30.0;42.0;6.0;27.0;41.0;35.0;27.0
2017-08-22 02:00:00;39.0;35.0;37.0;6.0;16.0;43.0;45.0;43.0
2017-08-22 03:00:00;32.0;18.0;17.0;6.0;10.0;23.0;55.0;54.0
2017-08-22 04:00:00;18.0;28.0;42.0;4.0;4.0;5.0;62.0;52.0
2017-08-22 05:00:00;21.0;31.0;39.0;5.0;2.0;6.0;61.0;44.0
2017-08-22 06:00:00;10.0;26.0;36.0;4.0;2.0;2.0;35.0;31.0
2017-08-22 07:00:00;3.0;8.0;5.0;4.0;2.0;1.0;20.0;17.0
2017-08-22 08:00:00;8.0;8.0;9.0;8.0;4.0;3.0;18.0;19.0
2017-08-22 09:00:00;28.0;31.0;29.0;23.0;20.0;35.0;26.0;29.0
2017-08-22 12:00:00;72.0;74.0;58.0;70.0;82.0;45.0;93.0;78.0
2017-08-22 13:00:00;77.0;75.0;65.0;74.0;82.0;52.0;93.0;81.0
2017-08-22 14:00:00;75.0;72.0;65.0;69.0;82.0;53.0;90.0;72.0
2017-08-22 15:00:00;70.0;71.0;62.0;69.0;78.0;55.0;84.0;66.0
2017-08-22 16:00:00;65.0;71.0;60.0;71.0;73.0;51.0;82.0;65.0
2017-08-22 17:00:00;66.0;72.0;63.0;73.0;72.0;60.0;81.0;65.0
2017-08-22 18:00:00;69.0;74.0;62.0;72.0;72.0;59.0;82.0;69.0
2017-08-22 19:00:00;64.0;66.0;57.0;67.0;74.0;58.0;78.0;68.0
2017-08-22 20:00:00;55.0;56.0;47.0;63.0;64.0;55.0;62.0;62.0
2017-08-22 21:00:00;58.0;41.0;39.0;60.0;45.0;33.0;41.0;33.0
2017-08-22 22:00:00;39.0;26.0;44.0;45.0;26.0;42.0;20.0;30.0
2017-08-22 23:00:00;38.0;16.0;42.0;41.0;17.0;44.0;12.0;35.0
2017-08-23 00:00:00;32.0;28.0;43.0;12.0;35.0;54.0;21.0;24.0
2017-08-23 01:00:00;34.0;35.0;43.0;12.0;29.0;39.0;30.0;45.0
2017-08-23 02:00:00;29.0;34.0;30.0;8.0;25.0;31.0;33.0;41.0
2017-08-23 03:00:00;37.0;38.0;29.0;7.0;19.0;34.0;45.0;26.0
2017-08-23 04:00:00;61.0;65.0;49.0;13.0;19.0;49.0;74.0;37.0
2017-08-23 05:00:00;59.0;58.0;56.0;6.0;13.0;54.0;35.0;35.0
2017-08-23 06:00:00;44.0;44.0;40.0;3.0;10.0;54.0;21.0;30.0
2017-08-23 07:00:00;43.0;17.0;27.0;4.0;2.0;34.0;5.0;10.0
2017-08-23 08:00:00;40.0;37.0;30.0;6.0;5.0;6.0;26.0;14.0
2017-08-23 09:00:00;61.0;62.0;49.0;25.0;11.0;16.0;51.0;31.0
2017-08-23 10:00:00;58.0;67.0;46.0;79.0;34.0;45.0;75.0;53.0
2017-08-23 11:00:00;58.0;71.0;44.0;75.0;41.0;53.0;83.0;80.0
2017-08-23 12:00:00;67.0;83.0;57.0;82.0;66.0;86.0;90.0;84.0
2017-08-23 13:00:00;81.0;93.0;67.0;85.0;89.0;98.0;101.0;100.0
2017-08-23 14:00:00;79.0;92.0;64.0;76.0;96.0;81.0;103.0;99.0
2017-08-23 15:00:00;83.0;93.0;72.0;80.0;84.0;74.0;101.0;90.0
2017-08-23 16:00:00;79.0;92.0;65.0;82.0;92.0;63.0;101.0;70.0
2017-08-23 17:00:00;77.0;85.0;66.0;85.0;86.0;71.0;92.0;70.0
2017-08-23 18:00:00;73.0;78.0;59.0;84.0;80.0;73.0;86.0;74.0
2017-08-23 19:00:00;66.0;65.0;60.0;78.0;69.0;66.0;77.0;64.0
2017-08-23 20:00:00;55.0;53.0;51.0;69.0;50.0;46.0;60.0;39.0
2017-08-23 21:00:00;39.0;45.0;40.0;59.0;39.0;29.0;48.0;26.0
2017-08-23 22:00:00;50.0;44.0;43.0;52.0;37.0;47.0;33.0;21.0
2017-08-23 23:00:00;37.0;33.0;35.0;41.0;36.0;43.0;47.0;57.0
2017-08-24 00:00:00;31.0;24.0;20.0;16.0;40.0;29.0;36.0;60.0
2017-08-24 01:00:00;40.0;42.0;46.0;8.0;33.0;37.0;17.0;57.0
2017-08-24 02:00:00;50.0;60.0;51.0;7.0;32.0;49.0;4.0;47.0
2017-08-24 03:00:00;44.0;45.0;33.0;14.0;21.0;37.0;18.0;49.0
2017-08-24 04:00:00;44.0;63.0;50.0;24.0;36.0;49.0;69.0;53.0
2017-08-24 05:00:00;56.0;56.0;42.0;24.0;25.0;47.0;73.0;34.0
2017-08-24 06:00:00;27.0;27.0;17.0;6.0;10.0;9.0;52.0;21.0
2017-08-24 07:00:00;11.0;6.0;15.0;4.0;2.0;14.0;15.0;6.0
2017-08-24 08:00:00;30.0;39.0;26.0;7.0;3.0;26.0;63.0;8.0
2017-08-24 09:00:00;51.0;54.0;40.0;49.0;6.0;37.0;74.0;21.0
2017-08-24 10:00:00;53.0;62.0;42.0;67.0;22.0;63.0;55.0;30.0
2017-08-24 11:00:00;62.0;70.0;58.0;79.0;45.0;67.0;80.0;40.0
2017-08-24 12:00:00;75.0;91.0;64.0;77.0;68.0;73.0;97.0;71.0
2017-08-24 13:00:00;79.0;94.0;61.0;80.0;84.0;43.0;105.0;89.0
2017-08-24 14:00:00;79.0;95.0;61.0;82.0;77.0;18.0;103.0;79.0
2017-08-24 15:00:00;74.0;91.0;62.0;69.0;79.0;55.0;98.0;77.0
2017-08-24 16:00:00;68.0;87.0;67.0;74.0;68.0;42.0;93.0;75.0
2017-08-24 17:00:00;75.0;88.0;60.0;78.0;69.0;60.0;93.0;87.0
2017-08-24 18:00:00;66.0;87.0;58.0;75.0;66.0;50.0;90.0;83.0
2017-08-24 19:00:00;59.0;76.0;44.0;71.0;55.0;49.0;82.0;72.0
2017-08-24 20:00:00;48.0;65.0;35.0;65.0;42.0;61.0;72.0;64.0
2017-08-24 21:00:00;44.0;53.0;38.0;57.0;31.0;43.0;53.0;64.0
2017-08-24 22:00:00;41.0;40.0;33.0;44.0;30.0;51.0;46.0;58.0
2017-08-24 23:00:00;51.0;30.0;46.0;27.0;15.0;14.0;19.0;53.0
2017-08-25 00:00:00;41.0;23.0;49.0;5.0;10.0;5.0;19.0;55.0
2017-08-25 01:00:00;47.0;26.0;39.0;8.0;12.0;10.0;27.0;12.0
2017-08-25 02:00:00;43.0;31.0;40.0;18.0;5.0;2.0;32.0;18.0
2017-08-25 03:00:00;32.0;28.0;32.0;21.0;1.0;3.0;24.0;17.0
2017-08-25 04:00:00;23.0;41.0;17.0;8.0;2.0;3.0;28.0;12.0
2017-08-25 05:00:00;28.0;52.0;14.0;6.0;1.0;1.0;37.0;7.0
2017-08-25 06:00:00;9.0;43.0;8.0;6.0;1.0;1.0;15.0;4.0
2017-08-25 07:00:00;2.0;14.0;3.0;6.0;1.0;1.0;4.0;3.0
2017-08-25 08:00:00;11.0;11.0;4.0;9.0;2.0;4.0;13.0;8.0
2017-08-25 09:00:00;15.0;18.0;7.0;13.0;6.0;18.0;45.0;13.0
2017-08-25 10:00:00;29.0;31.0;12.0;31.0;18.0;61.0;69.0;45.0
2017-08-25 11:00:00;46.0;56.0;35.0;65.0;54.0;73.0;65.0;84.0
2017-08-25 14:00:00;75.0;73.0;63.0;89.0;86.0;67.0;97.0;86.0
2017-08-25 15:00:00;55.0;79.0;45.0;90.0;80.0;90.0;95.0;96.0
2017-08-25 16:00:00;47.0;89.0;37.0;97.0;88.0;93.0;86.0;101.0
2017-08-25 17:00:00;35.0;91.0;46.0;100.0;83.0;92.0;59.0;104.0
2017-08-25 18:00:00;40.0;66.0;46.0;106.0;86.0;82.0;78.0;99.0
2017-08-25 19:00:00;81.0;78.0;75.0;91.0;90.0;83.0;88.0;98.0
2017-08-25 20:00:00;82.0;84.0;68.0;85.0;82.0;74.0;93.0;90.0
2017-08-25 21:00:00;71.0;71.0;61.0;74.0;69.0;73.0;85.0;90.0
2017-08-25 22:00:00;65.0;62.0;71.0;75.0;50.0;61.0;76.0;89.0
2017-08-25 23:00:00;56.0;42.0;46.0;57.0;46.0;60.0;31.0;79.0
2017-08-26 00:00:00;41.0;31.0;37.0;27.0;27.0;60.0;32.0;70.0
2017-08-26 01:00:00;50.0;28.0;50.0;15.0;28.0;55.0;39.0;50.0
2017-08-26 02:00:00;57.0;49.0;50.0;17.0;25.0;43.0;52.0;56.0
2017-08-26 03:00:00;55.0;55.0;54.0;21.0;15.0;42.0;31.0;57.0
2017-08-26 04:00:00;53.0;49.0;54.0;17.0;9.0;46.0;31.0;58.0
2017-08-26 05:00:00;47.0;49.0;51.0;9.0;5.0;26.0;34.0;39.0
2017-08-26 06:00:00;39.0;35.0;44.0;6.0;3.0;22.0;40.0;14.0
2017-08-26 07:00:00;46.0;23.0;40.0;9.0;5.0;33.0;56.0;10.0
2017-08-26 16:00:00;67.0;60.0;69.0;74.0;73.0;68.0;76.0;79.0
2017-08-26 17:00:00;60.0;63.0;60.0;76.0;69.0;68.0;80.0;79.0
2017-08-26 18:00:00;59.0;50.0;65.0;87.0;75.0;67.0;82.0;86.0
2017-08-26 19:00:00;59.0;55.0;58.0;73.0;68.0;56.0;70.0;75.0
2017-08-26 20:00:00;56.0;50.0;47.0;69.0;57.0;60.0;63.0;72.0
2017-08-26 21:00:00;55.0;37.0;41.0;59.0;52.0;56.0;59.0;71.0
2017-08-26 22:00:00;46.0;30.0;43.0;37.0;37.0;49.0;34.0;62.0
2017-08-26 23:00:00;27.0;15.0;29.0;32.0;26.0;45.0;18.0;47.0
2017-08-27 00:00:00;24.0;10.0;22.0;29.0;15.0;44.0;25.0;49.0
2017-08-27 01:00:00;41.0;17.0;42.0;20.0;12.0;46.0;12.0;42.0
2017-08-27 02:00:00;38.0;5.0;45.0;8.0;8.0;39.0;11.0;26.0
2017-08-27 03:00:00;49.0;8.0;42.0;3.0;13.0;43.0;19.0;33.0
2017-08-27 04:00:00;50.0;3.0;53.0;9.0;6.0;35.0;15.0;38.0
2017-08-27 05:00:00;22.0;4.0;35.0;3.0;4.0;12.0;14.0;23.0
2017-08-27 06:00:00;21.0;10.0;22.0;5.0;3.0;3.0;14.0;29.0
2017-08-27 07:00:00;21.0;11.0;22.0;5.0;4.0;9.0;21.0;19.0
2017-08-27 08:00:00;34.0;24.0;26.0;11.0;7.0;14.0;25.0;37.0
2017-08-27 09:00:00;50.0;42.0;49.0;32.0;18.0;46.0;54.0;68.0
2017-08-27 10:00:00;66.0;55.0;67.0;66.0;51.0;64.0;72.0;80.0
2017-08-27 11:00:00;73.0;70.0;71.0;77.0;74.0;66.0;78.0;83.0
2017-08-27 12:00:00;72.0;64.0;71.0;81.0;79.0;66.0;74.0;86.0
2017-08-27 13:00:00;78.0;66.0;74.0;86.0;82.0;75.0;78.0;93.0
2017-08-27 14:00:00;83.0;65.0;79.0;86.0;87.0;80.0;85.0;100.0
2017-08-27 15:00:00;80.0;67.0;79.0;82.0;86.0;77.0;92.0;91.0
2017-08-27 16:00:00;75.0;67.0;74.0;81.0;80.0;72.0;86.0;86.0
2017-08-27 17:00:00;71.0;57.0;63.0;81.0;77.0;70.0;82.0;83.0
2017-08-27 18:00:00;62.0;65.0;60.0;71.0;71.0;59.0;76.0;82.0
2017-08-27 19:00:00;60.0;61.0;49.0;74.0;68.0;53.0;71.0;82.0
2017-08-27 20:00:00;57.0;62.0;46.0;58.0;55.0;55.0;72.0;59.0
2017-08-27 21:00:00;31.0;22.0;33.0;52.0;52.0;46.0;40.0;65.0
2017-08-27 22:00:00;42.0;28.0;39.0;50.0;49.0;31.0;47.0;59.0
2017-08-27 23:00:00;53.0;39.0;50.0;55.0;37.0;46.0;51.0;45.0
2017-08-28 00:00:00;52.0;33.0;52.0;33.0;27.0;45.0;27.0;29.0
2017-08-28 01:00:00;34.0;31.0;30.0;24.0;15.0;20.0;33.0;19.0
2017-08-28 02:00:00;23.0;25.0;17.0;8.0;12.0;7.0;30.0;38.0
2017-08-28 03:00:00;29.0;14.0;27.0;12.0;10.0;11.0;20.0;34.0
2017-08-28 04:00:00;39.0;16.0;37.0;12.0;7.0;18.0;34.0;39.0
2017-08-28 05:00:00;45.0;31.0;45.0;5.0;4.0;23.0;38.0;26.0
2017-08-28 06:00:00;33.0;24.0;39.0;4.0;3.0;17.0;16.0;7.0
2017-08-28 07:00:00;26.0;5.0;30.0;5.0;3.0;8.0;5.0;3.0
2017-08-28 14:00:00;71.0;93.0;57.0;89.0;90.0;82.0;97.0;93.0
2017-08-28 15:00:00;72.0;76.0;61.0;87.0;83.0;72.0;91.0;92.0
2017-08-28 16:00:00;70.0;69.0;55.0;85.0;83.0;71.0;87.0;88.0
2017-08-28 17:00:00;55.0;59.0;43.0;83.0;74.0;56.0;78.0;81.0
2017-08-28 18:00:00;50.0;63.0;45.0;68.0;62.0;59.0;66.0;75.0
2017-08-28 19:00:00;43.0;51.0;24.0;70.0;57.0;47.0;66.0;76.0
2017-08-28 20:00:00;32.0;44.0;26.0;61.0;47.0;38.0;42.0;62.0
2017-08-28 21:00:00;18.0;40.0;9.0;43.0;37.0;31.0;52.0;34.0
2017-08-28 22:00:00;16.0;10.0;22.0;49.0;23.0;26.0;7.0;41.0
2017-08-28 23:00:00;19.0;13.0;20.0;50.0;21.0;11.0;13.0;26.0
2017-08-29 00:00:00;50.0;30.0;50.0;56.0;9.0;37.0;41.0;28.0
2017-08-29 01:00:00;42.0;31.0;40.0;42.0;8.0;39.0;35.0;29.0
2017-08-29 02:00:00;33.0;26.0;32.0;42.0;15.0;27.0;30.0;23.0
2017-08-29 03:00:00;41.0;27.0;42.0;46.0;15.0;31.0;56.0;24.0
2017-08-29 04:00:00;48.0;33.0;38.0;24.0;16.0;33.0;63.0;33.0
2017-08-29 05:00:00;42.0;55.0;40.0;4.0;14.0;44.0;49.0;37.0
2017-08-29 06:00:00;30.0;35.0;41.0;5.0;9.0;39.0;44.0;29.0
2017-08-29 07:00:00;15.0;9.0;16.0;4.0;7.0;12.0;38.0;22.0
2017-08-29 08:00:00;19.0;16.0;19.0;8.0;20.0;16.0;43.0;27.0
2017-08-29 09:00:00;35.0;51.0;35.0;27.0;32.0;38.0;55.0;32.0
2017-08-29 17:00:00;57.0;51.0;51.0;75.0;72.0;66.0;76.0;67.0
2017-08-29 18:00:00;63.0;63.0;47.0;74.0;69.0;74.0;75.0;70.0
2017-08-29 19:00:00;60.0;74.0;48.0;68.0;52.0;72.0;69.0;57.0
2017-08-29 20:00:00;41.0;57.0;39.0;45.0;40.0;51.0;58.0;40.0
2017-08-29 21:00:00;33.0;36.0;25.0;47.0;36.0;40.0;57.0;33.0
2017-08-29 22:00:00;43.0;63.0;27.0;27.0;43.0;20.0;73.0;44.0
2017-08-29 23:00:00;43.0;70.0;45.0;43.0;46.0;56.0;76.0;61.0
2017-08-30 00:00:00;53.0;78.0;39.0;55.0;46.0;72.0;77.0;63.0
2017-08-30 01:00:00;51.0;81.0;41.0;48.0;39.0;81.0;73.0;59.0
2017-08-30 02:00:00;54.0;76.0;53.0;51.0;43.0;60.0;72.0;63.0
2017-08-30 03:00:00;65.0;68.0;56.0;70.0;61.0;67.0;72.0;66.0
2017-08-30 04:00:00;74.0;70.0;62.0;74.0;66.0;75.0;70.0;73.0
2017-08-30 05:00:00;72.0;69.0;58.0;63.0;55.0;72.0;67.0;65.0
2017-08-30 06:00:00;62.0;73.0;54.0;43.0;35.0;64.0;63.0;39.0
2017-08-30 07:00:00;76.0;82.0;49.0;26.0;29.0;76.0;67.0;36.0
2017-08-30 08:00:00;65.0;87.0;44.0;25.0;29.0;71.0;59.0;31.0
2017-08-30 09:00:00;62.0;86.0;41.0;53.0;35.0;72.0;79.0;31.0
2017-08-30 17:00:00;72.0;83.0;63.0;85.0;81.0;72.0;90.0;66.0
2017-08-30 18:00:00;69.0;77.0;60.0;84.0;73.0;72.0;85.0;67.0
2017-08-30 19:00:00;59.0;71.0;61.0;83.0;71.0;71.0;76.0;58.0
2017-08-30 20:00:00;52.0;56.0;50.0;71.0;66.0;63.0;65.0;52.0
2017-08-30 21:00:00;55.0;49.0;56.0;61.0;71.0;66.0;69.0;64.0
2017-08-30 22:00:00;65.0;65.0;69.0;60.0;66.0;80.0;74.0;61.0
2017-08-30 23:00:00;57.0;60.0;66.0;39.0;51.0;80.0;72.0;65.0
2017-08-31 00:00:00;60.0;56.0;59.0;20.0;38.0;82.0;72.0;60.0
2017-08-31 01:00:00;67.0;66.0;64.0;30.0;31.0;76.0;76.0;58.0
2017-08-31 02:00:00;63.0;56.0;53.0;21.0;27.0;60.0;77.0;49.0
2017-08-31 03:00:00;62.0;44.0;63.0;21.0;27.0;54.0;56.0;38.0
2017-08-31 04:00:00;68.0;50.0;67.0;11.0;23.0;67.0;54.0;48.0
2017-08-31 05:00:00;63.0;57.0;72.0;6.0;18.0;28.0;57.0;43.0
2017-08-31 06:00:00;31.0;39.0;46.0;5.0;5.0;25.0;33.0;32.0
2017-08-31 07:00:00;10.0;16.0;8.0;6.0;3.0;4.0;9.0;23.0
2017-08-31 08:00:00;9.0;12.0;7.0;4.0;4.0;6.0;13.0;41.0
2017-08-31 09:00:00;16.0;22.0;19.0;5.0;10.0;21.0;22.0;27.0
2017-08-31 10:00:00;14.0;23.0;15.0;11.0;28.0;19.0;28.0;24.0
2017-08-31 11:00:00;15.0;31.0;16.0;9.0;29.0;22.0;36.0;38.0
2017-08-31 12:00:00;36.0;35.0;22.0;30.0;28.0;35.0;39.0;40.0
2017-08-31 16:00:00;67.0;76.0;55.0;82.0;85.0;73.0;82.0;93.0
2017-08-31 17:00:00;57.0;66.0;49.0;69.0;73.0;67.0;74.0;78.0
2017-08-31 18:00:00;54.0;56.0;44.0;60.0;66.0;65.0;67.0;74.0
2017-08-31 19:00:00;50.0;56.0;37.0;58.0;66.0;67.0;62.0;74.0
2017-08-31 20:00:00;53.0;59.0;44.0;61.0;65.0;72.0;64.0;76.0
2017-08-31 21:00:00;55.0;65.0;46.0;62.0;56.0;69.0;65.0;68.0
2017-08-31 22:00:00;48.0;62.0;45.0;62.0;37.0;58.0;52.0;48.0
2017-08-31 23:00:00;34.0;48.0;38.0;53.0;20.0;49.0;23.0;32.0
2017-09-01 00:00:00;16.0;35.0;26.0;17.0;13.0;22.0;9.0;35.0
2017-09-01 01:00:00;21.0;35.0;25.0;7.0;8.0;17.0;27.0;27.0
2017-09-01 02:00:00;17.0;18.0;18.0;3.0;5.0;14.0;17.0;13.0
2017-09-01 03:00:00;25.0;21.0;26.0;3.0;4.0;8.0;4.0;13.0
2017-09-01 04:00:00;12.0;21.0;13.0;3.0;4.0;3.0;10.0;9.0
2017-09-01 05:00:00;19.0;25.0;19.0;2.0;2.0;8.0;11.0;8.0
2017-09-01 06:00:00;13.0;28.0;23.0;3.0;1.0;10.0;9.0;2.0
2017-09-01 07:00:00;13.0;21.0;12.0;3.0;2.0;2.0;11.0;2.0
2017-09-01 08:00:00;19.0;20.0;15.0;4.0;2.0;13.0;12.0;4.0
2017-09-01 09:00:00;24.0;29.0;14.0;8.0;4.0;10.0;27.0;7.0
2017-09-01 10:00:00;21.0;31.0;17.0;21.0;19.0;34.0;34.0;17.0
2017-09-01 11:00:00;38.0;43.0;27.0;33.0;40.0;36.0;49.0;38.0
2017-09-01 14:00:00;38.0;76.0;39.0;73.0;55.0;84.0;73.0;83.0
2017-09-01 15:00:00;59.0;77.0;53.0;73.0;67.0;70.0;77.0;85.0
2017-09-01 16:00:00;61.0;83.0;53.0;79.0;75.0;79.0;85.0;86.0
2017-09-01 17:00:00;57.0;84.0;54.0;81.0;76.0;76.0;82.0;86.0
2017-09-01 18:00:00;61.0;87.0;50.0;84.0;75.0;75.0;86.0;89.0
2017-09-01 19:00:00;59.0;82.0;48.0;81.0;78.0;76.0;84.0;86.0
2017-09-01 20:00:00;43.0;74.0;32.0;79.0;80.0;81.0;72.0;89.0
2017-09-01 21:00:00;54.0;75.0;47.0;82.0;81.0;86.0;82.0;90.0
2017-09-01 22:00:00;54.0;79.0;50.0;84.0;81.0;92.0;85.0;96.0
2017-09-01 23:00:00;57.0;70.0;53.0;86.0;81.0;86.0;78.0;96.0
2017-09-02 00:00:00;60.0;66.0;49.0;84.0;76.0;91.0;80.0;97.0
2017-09-02 01:00:00;70.0;81.0;62.0;82.0;84.0;96.0;84.0;96.0
2017-09-02 02:00:00;80.0;78.0;69.0;71.0;88.0;98.0;87.0;99.0
2017-09-02 03:00:00;56.0;60.0;47.0;61.0;54.0;60.0;59.0;67.0
2017-09-02 04:00:00;54.0;56.0;43.0;55.0;19.0;56.0;59.0;31.0
2017-09-02 05:00:00;50.0;53.0;45.0;38.0;6.0;55.0;56.0;34.0
2017-09-02 06:00:00;43.0;56.0;37.0;43.0;10.0;51.0;51.0;31.0
2017-09-02 07:00:00;35.0;53.0;33.0;35.0;12.0;45.0;42.0;24.0
2017-09-02 08:00:00;34.0;53.0;26.0;39.0;16.0;42.0;39.0;23.0
2017-09-02 09:00:00;35.0;54.0;31.0;45.0;32.0;59.0;45.0;29.0
2017-09-02 10:00:00;57.0;62.0;42.0;47.0;48.0;60.0;61.0;31.0
2017-09-02 11:00:00;62.0;69.0;56.0;65.0;60.0;62.0;74.0;53.0
2017-09-02 12:00:00;66.0;73.0;58.0;74.0;69.0;60.0;77.0;75.0
2017-09-02 13:00:00;78.0;82.0;67.0;76.0;76.0;78.0;87.0;88.0
2017-09-02 14:00:00;81.0;88.0;70.0;79.0;83.0;78.0;91.0;91.0
2017-09-02 15:00:00;83.0;89.0;75.0;84.0;86.0;65.0;93.0;86.0
2017-09-02 16:00:00;84.0;92.0;77.0;87.0;87.0;80.0;95.0;92.0
2017-09-02 17:00:00;83.0;95.0;77.0;86.0;87.0;74.0;97.0;98.0
2017-09-02 18:00:00;77.0;89.0;73.0;84.0;85.0;76.0;94.0;95.0
2017-09-02 19:00:00;59.0;83.0;44.0;78.0;81.0;82.0;78.0;94.0
2017-09-02 20:00:00;64.0;77.0;35.0;83.0;73.0;91.0;78.0;86.0
2017-09-02 21:00:00;59.0;74.0;28.0;83.0;51.0;86.0;76.0;81.0
2017-09-02 22:00:00;57.0;71.0;37.0;80.0;40.0;79.0;76.0;80.0
2017-09-02 23:00:00;48.0;73.0;50.0;84.0;26.0;78.0;74.0;82.0
2017-09-03 00:00:00;54.0;72.0;41.0;76.0;26.0;79.0;70.0;85.0
2017-09-03 01:00:00;54.0;60.0;41.0;74.0;27.0;80.0;70.0;84.0
2017-09-03 02:00:00;53.0;48.0;49.0;46.0;19.0;66.0;47.0;66.0
2017-09-03 03:00:00;27.0;37.0;24.0;28.0;20.0;16.0;29.0;25.0
2017-09-03 04:00:00;25.0;31.0;14.0;36.0;14.0;10.0;36.0;24.0
2017-09-03 05:00:00;31.0;41.0;30.0;32.0;9.0;20.0;40.0;20.0
2017-09-03 06:00:00;28.0;29.0;36.0;32.0;9.0;43.0;48.0;26.0
2017-09-03 07:00:00;35.0;30.0;40.0;23.0;9.0;44.0;44.0;30.0
2017-09-03 08:00:00;37.0;22.0;42.0;28.0;25.0;46.0;48.0;35.0
2017-09-03 09:00:00;46.0;53.0;49.0;35.0;36.0;47.0;56.0;37.0
2017-09-03 10:00:00;54.0;62.0;53.0;46.0;47.0;58.0;61.0;42.0
2017-09-03 11:00:00;59.0;66.0;57.0;62.0;60.0;68.0;65.0;80.0
2017-09-03 12:00:00;59.0;80.0;60.0;74.0;78.0;78.0;73.0;88.0
2017-09-03 13:00:00;58.0;65.0;51.0;54.0;80.0;87.0;81.0;91.0
2017-09-03 14:00:00;46.0;76.0;33.0;74.0;81.0;93.0;74.0;98.0
2017-09-03 15:00:00;57.0;93.0;61.0;86.0;86.0;96.0;84.0;99.0
2017-09-03 16:00:00;60.0;94.0;74.0;92.0;92.0;103.0;82.0;107.0
2017-09-03 17:00:00;70.0;94.0;65.0;102.0;94.0;107.0;86.0;104.0
2017-09-03 18:00:00;84.0;84.0;75.0;99.0;89.0;96.0;96.0;99.0
2017-09-03 19:00:00;83.0;85.0;70.0;78.0;87.0;88.0;89.0;96.0
2017-09-03 20:00:00;72.0;78.0;57.0;83.0;80.0;80.0;88.0;93.0
2017-09-03 21:00:00;69.0;79.0;58.0;80.0;76.0;84.0;80.0;78.0
2017-09-03 22:00:00;63.0;71.0;56.0;74.0;52.0;76.0;68.0;70.0
2017-09-03 23:00:00;48.0;53.0;50.0;70.0;38.0;68.0;61.0;64.0
2017-09-04 00:00:00;52.0;59.0;55.0;44.0;27.0;62.0;55.0;52.0
2017-09-04 01:00:00;58.0;63.0;60.0;35.0;23.0;47.0;52.0;52.0
2017-09-04 02:00:00;53.0;41.0;44.0;28.0;24.0;37.0;56.0;48.0
2017-09-04 03:00:00;38.0;25.0;33.0;23.0;22.0;29.0;44.0;48.0
2017-09-04 04:00:00;29.0;18.0;29.0;19.0;13.0;15.0;28.0;34.0
2017-09-04 05:00:00;31.0;14.0;17.0;6.0;7.0;11.0;17.0;22.0
2017-09-04 06:00:00;29.0;14.0;20.0;3.0;3.0;11.0;16.0;20.0
2017-09-04 07:00:00;21.0;4.0;11.0;4.0;1.0;4.0;15.0;9.0
2017-09-04 08:00:00;14.0;3.0;8.0;6.0;3.0;5.0;23.0;5.0
2017-09-04 09:00:00;17.0;35.0;16.0;9.0;8.0;12.0;34.0;13.0
2017-09-04 10:00:00;30.0;50.0;24.0;25.0;23.0;39.0;36.0;74.0
2017-09-04 11:00:00;43.0;46.0;44.0;65.0;39.0;79.0;59.0;84.0
2017-09-04 12:00:00;65.0;77.0;61.0;85.0;78.0;78.0;87.0;96.0
2017-09-04 13:00:00;76.0;83.0;72.0;93.0;88.0;88.0;91.0;100.0
2017-09-04 14:00:00;81.0;88.0;78.0;98.0;94.0;90.0;91.0;101.0
2017-09-04 15:00:00;83.0;89.0;81.0;95.0;94.0;95.0;94.0;107.0
2017-09-04 16:00:00;83.0;88.0;76.0;100.0;98.0;94.0;94.0;106.0
2017-09-04 17:00:00;79.0;89.0;73.0;98.0;90.0;92.0;92.0;98.0
2017-09-04 18:00:00;68.0;82.0;66.0;99.0;89.0;88.0;88.0;94.0
2017-09-04 19:00:00;55.0;80.0;50.0;85.0;81.0;86.0;78.0;93.0
2017-09-04 20:00:00;52.0;60.0;46.0;74.0;68.0;84.0;77.0;85.0
2017-09-04 21:00:00;58.0;62.0;56.0;77.0;49.0;82.0;75.0;71.0
2017-09-04 22:00:00;50.0;47.0;66.0;59.0;25.0;73.0;19.0;33.0
