date;gracia;pr;eixample;prat;montcada;ciutadella;hebron;badalona
2017-09-04 23:00:00;38.0;35.0;50.0;10.0;20.0;49.0;4.0;30.0
2017-09-05 00:00:00;19.0;37.0;52.0;5.0;10.0;31.0;8.0;19.0
2017-09-05 01:00:00;23.0;37.0;27.0;6.0;3.0;15.0;25.0;19.0
2017-09-05 02:00:00;27.0;34.0;33.0;4.0;2.0;14.0;18.0;23.0
2017-09-05 03:00:00;22.0;29.0;17.0;5.0;1.0;7.0;22.0;33.0
2017-09-05 04:00:00;8.0;32.0;22.0;5.0;1.0;2.0;30.0;27.0
2017-09-05 05:00:00;16.0;29.0;5.0;6.0;2.0;1.0;26.0;12.0
2017-09-05 06:00:00;6.0;26.0;21.0;4.0;2.0;1.0;42.0;6.0
2017-09-05 07:00:00;4.0;14.0;12.0;5.0;3.0;1.0;25.0;12.0
2017-09-05 08:00:00;11.0;4.0;10.0;8.0;4.0;2.0;30.0;15.0
2017-09-05 09:00:00;38.0;42.0;14.0;14.0;6.0;4.0;65.0;34.0
2017-09-05 10:00:00;43.0;73.0;45.0;31.0;12.0;17.0;79.0;44.0
2017-09-05 11:00:00;58.0;71.0;49.0;62.0;60.0;35.0;86.0;55.0
2017-09-05 12:00:00;53.0;75.0;49.0;71.0;66.0;43.0;85.0;73.0
2017-09-05 13:00:00;63.0;80.0;50.0;75.0;71.0;51.0;93.0;82.0
2017-09-05 14:00:00;71.0;89.0;56.0;81.0;84.0;56.0;98.0;83.0
2017-09-05 15:00:00;75.0;91.0;59.0;83.0;89.0;59.0;98.0;80.0
2017-09-05 16:00:00;72.0;91.0;62.0;84.0;91.0;81.0;99.0;83.0
2017-09-05 17:00:00;69.0;91.0;64.0;85.0;87.0;79.0;97.0;80.0
2017-09-05 18:00:00;59.0;76.0;49.0;78.0;76.0;61.0;87.0;66.0
2017-09-05 19:00:00;52.0;58.0;50.0;75.0;62.0;49.0;74.0;64.0
2017-09-05 20:00:00;54.0;51.0;47.0;76.0;53.0;47.0;66.0;58.0
2017-09-05 21:00:00;45.0;45.0;48.0;70.0;39.0;56.0;58.0;57.0
2017-09-05 22:00:00;51.0;39.0;57.0;65.0;26.0;58.0;45.0;38.0
2017-09-05 23:00:00;37.0;24.0;53.0;54.0;16.0;60.0;26.0;7.0
2017-09-06 00:00:00;39.0;38.0;42.0;38.0;8.0;52.0;50.0;12.0
2017-09-06 01:00:00;42.0;55.0;47.0;25.0;10.0;48.0;21.0;26.0
2017-09-06 02:00:00;61.0;52.0;63.0;9.0;11.0;32.0;21.0;34.0
2017-09-06 03:00:00;41.0;37.0;45.0;5.0;8.0;20.0;24.0;44.0
2017-09-06 04:00:00;31.0;29.0;26.0;10.0;3.0;39.0;30.0;41.0
2017-09-06 05:00:00;27.0;23.0;19.0;5.0;2.0;29.0;25.0;40.0
2017-09-06 06:00:00;32.0;23.0;20.0;2.0;2.0;12.0;11.0;9.0
2017-09-06 07:00:00;16.0;4.0;17.0;3.0;1.0;1.0;8.0;13.0
2017-09-06 08:00:00;10.0;18.0;7.0;5.0;3.0;2.0;19.0;14.0
2017-09-06 09:00:00;7.0;45.0;11.0;9.0;4.0;8.0;25.0;25.0
2017-09-06 10:00:00;6.0;38.0;6.0;41.0;20.0;45.0;30.0;61.0
2017-09-06 14:00:00;48.0;63.0;42.0;74.0;79.0;69.0;86.0;88.0
2017-09-06 15:00:00;46.0;50.0;45.0;67.0;63.0;57.0;66.0;70.0
2017-09-06 16:00:00;46.0;53.0;37.0;68.0;63.0;58.0;68.0;70.0
2017-09-06 17:00:00;44.0;52.0;37.0;63.0;62.0;47.0;67.0;68.0
2017-09-06 18:00:00;39.0;53.0;33.0;64.0;55.0;37.0;63.0;65.0
2017-09-06 19:00:00;32.0;52.0;28.0;59.0;47.0;40.0;56.0;63.0
2017-09-06 20:00:00;43.0;49.0;32.0;61.0;44.0;47.0;58.0;53.0
2017-09-06 21:00:00;47.0;38.0;39.0;55.0;44.0;41.0;61.0;57.0
2017-09-06 22:00:00;46.0;28.0;29.0;52.0;32.0;24.0;57.0;56.0
2017-09-06 23:00:00;44.0;29.0;39.0;50.0;27.0;37.0;56.0;54.0
2017-09-07 00:00:00;58.0;37.0;53.0;61.0;45.0;47.0;65.0;82.0
2017-09-07 01:00:00;64.0;52.0;58.0;68.0;67.0;64.0;69.0;82.0
2017-09-07 02:00:00;63.0;54.0;62.0;57.0;62.0;54.0;68.0;73.0
2017-09-07 03:00:00;52.0;58.0;41.0;50.0;52.0;41.0;53.0;64.0
2017-09-07 04:00:00;48.0;50.0;49.0;37.0;36.0;40.0;48.0;49.0
2017-09-07 05:00:00;53.0;40.0;43.0;28.0;16.0;29.0;46.0;50.0
2017-09-07 06:00:00;31.0;39.0;29.0;22.0;27.0;17.0;35.0;33.0
2017-09-07 07:00:00;32.0;38.0;17.0;29.0;19.0;17.0;35.0;29.0
2017-09-07 08:00:00;23.0;38.0;17.0;31.0;23.0;32.0;35.0;33.0
2017-09-07 09:00:00;34.0;42.0;14.0;33.0;27.0;32.0;39.0;28.0
2017-09-07 10:00:00;31.0;48.0;28.0;28.0;33.0;39.0;43.0;23.0
2017-09-07 11:00:00;37.0;46.0;29.0;18.0;44.0;35.0;51.0;25.0
2017-09-07 12:00:00;30.0;43.0;23.0;38.0;49.0;33.0;49.0;31.0
2017-09-07 17:00:00;49.0;69.0;40.0;71.0;73.0;58.0;74.0;79.0
2017-09-07 18:00:00;40.0;65.0;35.0;64.0;71.0;57.0;71.0;75.0
2017-09-07 19:00:00;34.0;55.0;29.0;67.0;63.0;55.0;64.0;72.0
2017-09-07 20:00:00;32.0;62.0;27.0;66.0;57.0;55.0;60.0;69.0
2017-09-07 21:00:00;40.0;53.0;24.0;56.0;51.0;32.0;57.0;66.0
2017-09-07 22:00:00;40.0;44.0;34.0;26.0;38.0;36.0;58.0;58.0
2017-09-07 23:00:00;45.0;29.0;38.0;5.0;22.0;40.0;18.0;45.0
2017-09-08 00:00:00;53.0;40.0;38.0;9.0;10.0;41.0;17.0;26.0
2017-09-08 01:00:00;50.0;41.0;25.0;4.0;7.0;19.0;21.0;29.0
2017-09-08 02:00:00;35.0;45.0;38.0;7.0;6.0;25.0;37.0;11.0
2017-09-08 03:00:00;29.0;39.0;27.0;11.0;11.0;24.0;32.0;12.0
2017-09-08 04:00:00;29.0;43.0;25.0;6.0;4.0;30.0;27.0;14.0
2017-09-08 05:00:00;33.0;43.0;28.0;8.0;3.0;20.0;27.0;8.0
2017-09-08 06:00:00;22.0;38.0;15.0;5.0;1.0;4.0;14.0;21.0
2017-09-08 07:00:00;8.0;23.0;8.0;4.0;2.0;10.0;4.0;50.0
2017-09-08 08:00:00;11.0;9.0;6.0;5.0;2.0;36.0;5.0;29.0
2017-09-08 09:00:00;11.0;19.0;11.0;26.0;5.0;27.0;11.0;54.0
2017-09-08 10:00:00;42.0;56.0;31.0;56.0;5.0;73.0;37.0;72.0
2017-09-08 11:00:00;50.0;63.0;35.0;74.0;64.0;76.0;71.0;78.0
2017-09-08 12:00:00;51.0;67.0;32.0;76.0;70.0;73.0;70.0;75.0
2017-09-08 13:00:00;56.0;71.0;35.0;77.0;73.0;79.0;74.0;78.0
2017-09-08 14:00:00;62.0;72.0;40.0;83.0;75.0;83.0;80.0;81.0
2017-09-08 15:00:00;63.0;72.0;42.0;96.0;76.0;86.0;80.0;83.0
2017-09-08 16:00:00;64.0;89.0;46.0;101.0;74.0;84.0;80.0;80.0
2017-09-08 17:00:00;56.0;66.0;35.0;96.0;78.0;83.0;76.0;83.0
2017-09-08 18:00:00;48.0;69.0;38.0;94.0;74.0;78.0;72.0;80.0
2017-09-08 19:00:00;43.0;66.0;28.0;93.0;69.0;76.0;69.0;81.0
2017-09-08 20:00:00;53.0;69.0;37.0;98.0;59.0;52.0;34.0;77.0
2017-09-08 21:00:00;75.0;65.0;69.0;61.0;28.0;71.0;15.0;29.0
2017-09-08 22:00:00;53.0;43.0;59.0;41.0;20.0;62.0;22.0;5.0
2017-09-08 23:00:00;67.0;45.0;60.0;13.0;7.0;47.0;41.0;5.0
2017-09-09 00:00:00;61.0;65.0;60.0;7.0;4.0;40.0;23.0;14.0
2017-09-09 01:00:00;54.0;60.0;58.0;11.0;2.0;6.0;23.0;12.0
2017-09-09 02:00:00;48.0;61.0;39.0;6.0;4.0;19.0;26.0;19.0
2017-09-09 03:00:00;39.0;53.0;34.0;8.0;2.0;39.0;43.0;17.0
2017-09-09 04:00:00;22.0;20.0;4.0;8.0;2.0;27.0;43.0;22.0
2017-09-09 05:00:00;11.0;6.0;3.0;9.0;2.0;17.0;30.0;12.0
2017-09-09 06:00:00;12.0;1.0;8.0;8.0;2.0;7.0;27.0;6.0
2017-09-09 07:00:00;16.0;2.0;7.0;8.0;2.0;7.0;12.0;1.0
2017-09-09 08:00:00;24.0;11.0;15.0;9.0;4.0;2.0;5.0;6.0
2017-09-09 09:00:00;31.0;38.0;19.0;10.0;6.0;10.0;6.0;44.0
2017-09-09 10:00:00;33.0;42.0;28.0;17.0;15.0;25.0;37.0;17.0
2017-09-09 11:00:00;36.0;47.0;28.0;36.0;41.0;52.0;46.0;79.0
2017-09-09 12:00:00;67.0;59.0;59.0;57.0;60.0;76.0;74.0;83.0
2017-09-09 13:00:00;59.0;60.0;51.0;62.0;64.0;71.0;65.0;73.0
2017-09-09 14:00:00;52.0;56.0;45.0;60.0;51.0;64.0;58.0;68.0
2017-09-09 15:00:00;37.0;42.0;29.0;47.0;47.0;43.0;44.0;39.0
2017-09-09 16:00:00;41.0;45.0;33.0;41.0;43.0;42.0;46.0;38.0
2017-09-09 17:00:00;32.0;34.0;21.0;32.0;31.0;24.0;31.0;30.0
2017-09-09 18:00:00;47.0;36.0;26.0;42.0;31.0;24.0;27.0;33.0
2017-09-09 19:00:00;37.0;20.0;20.0;38.0;26.0;37.0;34.0;63.0
2017-09-09 20:00:00;55.0;49.0;40.0;30.0;31.0;61.0;53.0;68.0
2017-09-09 21:00:00;50.0;52.0;40.0;55.0;19.0;59.0;40.0;45.0
2017-09-09 22:00:00;37.0;42.0;23.0;52.0;9.0;31.0;25.0;41.0
2017-09-09 23:00:00;24.0;24.0;23.0;20.0;9.0;22.0;19.0;17.0
2017-09-10 00:00:00;20.0;23.0;23.0;6.0;9.0;19.0;7.0;10.0
2017-09-10 01:00:00;17.0;16.0;24.0;6.0;3.0;8.0;8.0;15.0
2017-09-10 02:00:00;12.0;10.0;13.0;7.0;1.0;15.0;11.0;21.0
2017-09-10 03:00:00;23.0;19.0;25.0;15.0;3.0;13.0;26.0;28.0
2017-09-10 04:00:00;41.0;37.0;34.0;10.0;8.0;26.0;38.0;35.0
2017-09-10 05:00:00;46.0;44.0;39.0;24.0;21.0;40.0;40.0;36.0
2017-09-10 06:00:00;46.0;48.0;41.0;28.0;18.0;51.0;45.0;31.0
2017-09-10 07:00:00;51.0;51.0;40.0;30.0;24.0;49.0;51.0;20.0
2017-09-10 08:00:00;48.0;53.0;45.0;36.0;22.0;51.0;50.0;32.0
2017-09-10 09:00:00;46.0;50.0;42.0;45.0;26.0;51.0;47.0;31.0
2017-09-10 10:00:00;47.0;54.0;41.0;47.0;35.0;53.0;52.0;39.0
2017-09-10 11:00:00;49.0;56.0;48.0;55.0;41.0;56.0;55.0;49.0
2017-09-10 12:00:00;48.0;61.0;47.0;58.0;51.0;59.0;63.0;56.0
2017-09-10 13:00:00;36.0;58.0;39.0;53.0;56.0;68.0;55.0;65.0
2017-09-10 14:00:00;64.0;71.0;60.0;64.0;64.0;71.0;64.0;72.0
2017-09-10 15:00:00;70.0;75.0;67.0;69.0;72.0;63.0;70.0;85.0
2017-09-10 16:00:00;57.0;73.0;47.0;74.0;75.0;73.0;70.0;86.0
2017-09-10 17:00:00;69.0;75.0;55.0;71.0;78.0;71.0;80.0;87.0
2017-09-10 18:00:00;77.0;80.0;62.0;72.0;81.0;82.0;84.0;93.0
2017-09-10 19:00:00;78.0;83.0;56.0;81.0;80.0;79.0;83.0;92.0
2017-09-10 20:00:00;65.0;77.0;50.0;78.0;72.0;80.0;76.0;86.0
2017-09-10 21:00:00;56.0;65.0;41.0;71.0;54.0;70.0;47.0;81.0
2017-09-10 22:00:00;26.0;59.0;24.0;50.0;16.0;48.0;16.0;36.0
2017-09-10 23:00:00;17.0;40.0;24.0;20.0;4.0;16.0;8.0;21.0
2017-09-11 00:00:00;23.0;48.0;20.0;16.0;3.0;24.0;23.0;30.0
2017-09-11 01:00:00;39.0;48.0;35.0;7.0;1.0;29.0;35.0;44.0
2017-09-11 02:00:00;47.0;56.0;43.0;21.0;3.0;48.0;48.0;16.0
2017-09-11 03:00:00;60.0;59.0;49.0;31.0;3.0;48.0;54.0;28.0
2017-09-11 04:00:00;61.0;59.0;52.0;41.0;2.0;58.0;55.0;26.0
2017-09-11 05:00:00;62.0;63.0;55.0;31.0;2.0;62.0;61.0;31.0
2017-09-11 06:00:00;51.0;58.0;55.0;34.0;1.0;63.0;57.0;23.0
2017-09-11 07:00:00;49.0;51.0;44.0;29.0;13.0;53.0;45.0;21.0
2017-09-11 08:00:00;46.0;48.0;35.0;25.0;16.0;49.0;48.0;33.0
2017-09-11 09:00:00;45.0;49.0;36.0;41.0;19.0;49.0;52.0;36.0
2017-09-11 10:00:00;45.0;47.0;35.0;49.0;43.0;53.0;50.0;49.0
2017-09-11 11:00:00;40.0;41.0;33.0;54.0;52.0;53.0;51.0;49.0
2017-09-11 12:00:00;39.0;37.0;38.0;55.0;55.0;59.0;54.0;63.0
2017-09-11 13:00:00;49.0;45.0;46.0;63.0;67.0;66.0;62.0;78.0
2017-09-11 14:00:00;71.0;70.0;68.0;76.0;80.0;81.0;80.0;86.0
2017-09-11 15:00:00;72.0;82.0;70.0;83.0;79.0;79.0;81.0;88.0
2017-09-11 16:00:00;69.0;82.0;74.0;75.0;85.0;88.0;88.0;97.0
2017-09-11 17:00:00;81.0;86.0;79.0;85.0;82.0;88.0;90.0;95.0
2017-09-11 18:00:00;73.0;79.0;64.0;78.0;76.0;84.0;83.0;89.0
2017-09-11 19:00:00;54.0;70.0;48.0;75.0;67.0;74.0;73.0;77.0
2017-09-11 20:00:00;61.0;56.0;50.0;66.0;60.0;64.0;65.0;74.0
2017-09-11 21:00:00;60.0;61.0;48.0;58.0;60.0;64.0;61.0;74.0
2017-09-11 22:00:00;54.0;57.0;47.0;52.0;54.0;61.0;63.0;73.0
2017-09-11 23:00:00;55.0;56.0;49.0;52.0;23.0;60.0;61.0;72.0
2017-09-12 00:00:00;55.0;55.0;47.0;46.0;19.0;62.0;59.0;71.0
2017-09-12 01:00:00;55.0;53.0;53.0;33.0;36.0;65.0;58.0;68.0
2017-09-12 02:00:00;59.0;56.0;55.0;20.0;60.0;68.0;62.0;70.0
2017-09-12 03:00:00;57.0;54.0;52.0;44.0;61.0;65.0;62.0;70.0
2017-09-12 04:00:00;58.0;56.0;52.0;60.0;62.0;69.0;62.0;71.0
2017-09-12 05:00:00;62.0;59.0;54.0;63.0;59.0;71.0;63.0;70.0
2017-09-12 06:00:00;52.0;49.0;47.0;51.0;52.0;64.0;61.0;70.0
2017-09-12 07:00:00;37.0;45.0;22.0;40.0;40.0;52.0;52.0;67.0
2017-09-12 08:00:00;23.0;27.0;18.0;32.0;25.0;45.0;55.0;53.0
2017-09-12 09:00:00;16.0;12.0;8.0;49.0;18.0;15.0;24.0;31.0
2017-09-12 10:00:00;23.0;35.0;23.0;63.0;30.0;44.0;28.0;44.0
2017-09-12 11:00:00;25.0;40.0;23.0;64.0;35.0;63.0;41.0;56.0
2017-09-12 12:00:00;27.0;49.0;29.0;67.0;58.0;69.0;55.0;55.0
2017-09-12 13:00:00;48.0;59.0;34.0;71.0;66.0;74.0;67.0;72.0
2017-09-12 16:00:00;51.0;63.0;29.0;70.0;67.0;69.0;68.0;75.0
2017-09-12 17:00:00;41.0;59.0;27.0;71.0;70.0;70.0;65.0;75.0
2017-09-12 18:00:00;39.0;61.0;23.0;66.0;69.0;63.0;64.0;73.0
2017-09-12 19:00:00;29.0;59.0;20.0;59.0;63.0;58.0;60.0;70.0
2017-09-12 20:00:00;33.0;56.0;19.0;56.0;56.0;57.0;64.0;61.0
2017-09-12 21:00:00;44.0;50.0;33.0;56.0;53.0;66.0;63.0;68.0
2017-09-12 22:00:00;39.0;55.0;31.0;59.0;36.0;44.0;52.0;66.0
2017-09-12 23:00:00;44.0;31.0;32.0;56.0;9.0;36.0;32.0;58.0
2017-09-13 00:00:00;44.0;41.0;37.0;25.0;6.0;38.0;2.0;38.0
2017-09-13 01:00:00;40.0;23.0;34.0;2.0;3.0;29.0;3.0;54.0
2017-09-13 02:00:00;20.0;23.0;27.0;3.0;2.0;27.0;5.0;44.0
2017-09-13 03:00:00;13.0;25.0;18.0;5.0;2.0;16.0;9.0;8.0
2017-09-13 04:00:00;16.0;20.0;2.0;3.0;2.0;7.0;10.0;6.0
2017-09-13 05:00:00;15.0;18.0;4.0;3.0;2.0;16.0;20.0;4.0
2017-09-13 06:00:00;14.0;6.0;7.0;7.0;2.0;22.0;22.0;1.0
2017-09-13 07:00:00;9.0;1.0;5.0;6.0;1.0;7.0;20.0;1.0
2017-09-13 08:00:00;7.0;12.0;5.0;8.0;4.0;8.0;31.0;6.0
2017-09-14 13:00:00;58.0;67.0;44.0;64.0;62.0;34.0;83.0;69.0
2017-09-15 11:00:00;16.0;15.0;13.0;24.0;27.0;21.0;20.0;28.0
2017-09-15 12:00:00;16.0;32.0;16.0;12.0;17.0;26.0;30.0;28.0
2017-09-15 13:00:00;14.0;34.0;17.0;13.0;21.0;26.0;25.0;26.0
2017-09-15 14:00:00;16.0;25.0;16.0;11.0;13.0;23.0;28.0;29.0
2017-09-15 15:00:00;23.0;33.0;14.0;22.0;16.0;27.0;35.0;22.0
2017-09-15 16:00:00;23.0;33.0;15.0;18.0;22.0;26.0;35.0;32.0
2017-09-15 17:00:00;18.0;33.0;14.0;13.0;28.0;31.0;33.0;36.0
2017-09-15 18:00:00;13.0;29.0;11.0;13.0;12.0;23.0;27.0;25.0
2017-09-15 19:00:00;12.0;15.0;14.0;8.0;18.0;25.0;19.0;11.0
2017-09-15 20:00:00;12.0;17.0;16.0;3.0;4.0;23.0;19.0;19.0
2017-09-15 21:00:00;22.0;24.0;14.0;7.0;7.0;13.0;27.0;11.0
2017-09-15 22:00:00;27.0;32.0;22.0;9.0;13.0;20.0;35.0;15.0
2017-09-15 23:00:00;39.0;28.0;21.0;11.0;6.0;46.0;35.0;13.0
2017-09-16 00:00:00;35.0;33.0;27.0;8.0;7.0;38.0;38.0;23.0
2017-09-16 01:00:00;45.0;36.0;30.0;10.0;11.0;42.0;36.0;36.0
2017-09-16 02:00:00;39.0;44.0;31.0;12.0;13.0;51.0;31.0;34.0
2017-09-16 03:00:00;25.0;34.0;31.0;15.0;12.0;32.0;33.0;32.0
2017-09-16 04:00:00;19.0;25.0;33.0;21.0;7.0;22.0;34.0;29.0
2017-09-16 05:00:00;20.0;27.0;31.0;12.0;4.0;22.0;37.0;28.0
2017-09-16 06:00:00;24.0;22.0;19.0;6.0;1.0;20.0;28.0;26.0
2017-09-16 07:00:00;25.0;16.0;27.0;5.0;1.0;18.0;28.0;22.0
2017-09-16 08:00:00;32.0;43.0;19.0;10.0;2.0;20.0;32.0;17.0
2017-09-16 09:00:00;31.0;41.0;22.0;25.0;7.0;34.0;41.0;26.0
2017-09-16 10:00:00;35.0;40.0;35.0;35.0;16.0;44.0;40.0;26.0
2017-09-16 11:00:00;48.0;48.0;40.0;41.0;31.0;55.0;45.0;35.0
2017-09-16 12:00:00;53.0;51.0;39.0;46.0;49.0;62.0;55.0;46.0
2017-09-16 13:00:00;54.0;51.0;40.0;52.0;54.0;65.0;56.0;55.0
2017-09-16 14:00:00;54.0;59.0;48.0;58.0;56.0;57.0;61.0;57.0
2017-09-16 15:00:00;62.0;69.0;57.0;68.0;65.0;67.0;72.0;68.0
2017-09-16 16:00:00;66.0;74.0;62.0;73.0;63.0;66.0;79.0;80.0
2017-09-16 17:00:00;64.0;75.0;60.0;79.0;70.0;65.0;79.0;76.0
2017-09-16 18:00:00;70.0;87.0;51.0;85.0;72.0;60.0;88.0;67.0
2017-09-16 19:00:00;65.0;69.0;49.0;76.0;64.0;61.0;74.0;65.0
2017-09-16 20:00:00;47.0;46.0;38.0;60.0;35.0;56.0;35.0;48.0
2017-09-16 21:00:00;36.0;58.0;22.0;22.0;12.0;32.0;73.0;17.0
2017-09-16 22:00:00;33.0;53.0;12.0;9.0;9.0;37.0;54.0;3.0
2017-09-16 23:00:00;31.0;53.0;18.0;5.0;25.0;22.0;33.0;11.0
2017-09-17 00:00:00;30.0;47.0;27.0;4.0;15.0;22.0;25.0;21.0
2017-09-17 01:00:00;22.0;46.0;10.0;4.0;9.0;29.0;15.0;23.0
2017-09-17 02:00:00;27.0;37.0;23.0;4.0;6.0;25.0;9.0;25.0
2017-09-17 03:00:00;22.0;40.0;18.0;5.0;2.0;23.0;31.0;25.0
2017-09-17 04:00:00;35.0;53.0;21.0;6.0;1.0;21.0;25.0;30.0
2017-09-17 05:00:00;53.0;58.0;49.0;7.0;2.0;37.0;49.0;46.0
2017-09-17 06:00:00;51.0;52.0;49.0;10.0;1.0;49.0;58.0;42.0
2017-09-17 07:00:00;46.0;48.0;41.0;14.0;1.0;59.0;56.0;11.0
2017-09-17 08:00:00;46.0;60.0;48.0;22.0;4.0;53.0;56.0;25.0
2017-09-17 09:00:00;53.0;64.0;49.0;36.0;13.0;60.0;58.0;45.0
2017-09-17 10:00:00;59.0;68.0;45.0;42.0;38.0;66.0;62.0;40.0
2017-09-17 11:00:00;61.0;62.0;49.0;47.0;56.0;62.0;63.0;57.0
2017-09-17 12:00:00;52.0;63.0;46.0;68.0;66.0;57.0;66.0;58.0
2017-09-17 13:00:00;74.0;80.0;64.0;78.0;71.0;82.0;84.0;70.0
2017-09-17 14:00:00;76.0;86.0;70.0;81.0;77.0;76.0;90.0;76.0
2017-09-17 15:00:00;83.0;89.0;79.0;85.0;83.0;84.0;94.0;87.0
2017-09-17 16:00:00;83.0;90.0;76.0;86.0;85.0;85.0;94.0;88.0
2017-09-17 17:00:00;80.0;85.0;71.0;84.0;81.0;86.0;91.0;83.0
2017-09-17 18:00:00;69.0;78.0;61.0;82.0;75.0;81.0;84.0;74.0
2017-09-17 19:00:00;61.0;73.0;57.0;78.0;59.0;81.0;76.0;66.0
2017-09-17 20:00:00;58.0;57.0;44.0;67.0;45.0;67.0;68.0;69.0
2017-09-17 21:00:00;58.0;61.0;48.0;66.0;30.0;63.0;82.0;64.0
2017-09-17 22:00:00;56.0;62.0;45.0;59.0;35.0;54.0;82.0;44.0
2017-09-17 23:00:00;54.0;70.0;49.0;40.0;23.0;53.0;61.0;50.0
2017-09-18 00:00:00;39.0;56.0;29.0;17.0;39.0;45.0;46.0;40.0
2017-09-18 01:00:00;38.0;39.0;30.0;8.0;40.0;36.0;53.0;31.0
2017-09-18 02:00:00;53.0;54.0;45.0;37.0;30.0;59.0;57.0;71.0
2017-09-18 03:00:00;54.0;52.0;40.0;60.0;20.0;67.0;62.0;73.0
2017-09-18 04:00:00;55.0;53.0;34.0;67.0;23.0;66.0;68.0;75.0
2017-09-18 05:00:00;58.0;60.0;38.0;58.0;18.0;62.0;63.0;70.0
2017-09-18 06:00:00;50.0;55.0;33.0;8.0;12.0;57.0;44.0;57.0
2017-09-18 07:00:00;28.0;36.0;6.0;10.0;10.0;45.0;24.0;45.0
2017-09-18 08:00:00;20.0;22.0;8.0;14.0;15.0;48.0;30.0;38.0
2017-09-18 09:00:00;30.0;34.0;17.0;43.0;17.0;47.0;31.0;48.0
2017-09-18 10:00:00;42.0;52.0;31.0;50.0;33.0;53.0;53.0;58.0
2017-09-18 16:00:00;62.0;72.0;54.0;76.0;72.0;76.0;76.0;81.0
2017-09-18 17:00:00;62.0;69.0;56.0;77.0;75.0;75.0;79.0;83.0
2017-09-18 18:00:00;53.0;65.0;50.0;76.0;74.0;76.0;77.0;80.0
2017-09-18 19:00:00;49.0;64.0;36.0;69.0;68.0;75.0;73.0;79.0
2017-09-18 20:00:00;50.0;62.0;46.0;69.0;66.0;74.0;69.0;76.0
2017-09-18 21:00:00;56.0;65.0;49.0;70.0;70.0;76.0;71.0;80.0
2017-09-18 22:00:00;58.0;67.0;56.0;69.0;66.0;72.0;71.0;78.0
2017-09-18 23:00:00;56.0;63.0;55.0;63.0;65.0;75.0;68.0;80.0
2017-09-19 00:00:00;56.0;61.0;48.0;65.0;45.0;75.0;67.0;71.0
2017-09-19 01:00:00;52.0;56.0;50.0;46.0;31.0;73.0;62.0;65.0
2017-09-19 02:00:00;46.0;37.0;37.0;15.0;19.0;63.0;33.0;43.0
2017-09-19 03:00:00;25.0;39.0;19.0;12.0;9.0;36.0;17.0;39.0
2017-09-19 04:00:00;20.0;38.0;11.0;8.0;3.0;29.0;14.0;26.0
2017-09-19 05:00:00;30.0;30.0;8.0;5.0;2.0;22.0;11.0;22.0
2017-09-19 06:00:00;32.0;48.0;18.0;7.0;1.0;34.0;25.0;17.0
2017-09-19 07:00:00;18.0;38.0;16.0;4.0;1.0;25.0;29.0;7.0
2017-09-19 08:00:00;8.0;28.0;7.0;9.0;2.0;15.0;22.0;2.0
2017-09-19 09:00:00;11.0;25.0;10.0;21.0;8.0;19.0;23.0;9.0
2017-09-19 13:00:00;36.0;53.0;35.0;66.0;51.0;71.0;58.0;69.0
2017-09-19 14:00:00;55.0;66.0;48.0;75.0;66.0;85.0;73.0;81.0
2017-09-19 18:00:00;47.0;82.0;38.0;85.0;78.0;76.0;86.0;85.0
2017-09-19 19:00:00;25.0;66.0;24.0;77.0;75.0;77.0;68.0;84.0
2017-09-19 20:00:00;20.0;40.0;16.0;58.0;56.0;74.0;48.0;73.0
2017-09-19 21:00:00;34.0;12.0;11.0;59.0;35.0;83.0;2.0;68.0
2017-09-19 22:00:00;28.0;3.0;15.0;24.0;14.0;54.0;12.0;6.0
2017-09-19 23:00:00;2.0;11.0;11.0;3.0;2.0;40.0;10.0;14.0
2017-09-20 00:00:00;6.0;4.0;13.0;5.0;1.0;8.0;11.0;10.0
2017-09-20 01:00:00;19.0;21.0;15.0;16.0;1.0;30.0;28.0;18.0
2017-09-20 02:00:00;33.0;43.0;20.0;26.0;2.0;43.0;37.0;26.0
2017-09-20 03:00:00;39.0;41.0;28.0;17.0;3.0;58.0;48.0;23.0
2017-09-20 04:00:00;48.0;50.0;47.0;10.0;4.0;52.0;51.0;18.0
2017-09-20 05:00:00;37.0;49.0;35.0;15.0;4.0;42.0;39.0;17.0
2017-09-20 06:00:00;25.0;35.0;18.0;7.0;2.0;40.0;30.0;9.0
2017-09-20 08:00:00;5.0;24.0;5.0;7.0;2.0;7.0;27.0;2.0
2017-09-20 09:00:00;18.0;43.0;12.0;9.0;9.0;15.0;33.0;7.0
2017-09-20 10:00:00;27.0;47.0;23.0;43.0;25.0;23.0;34.0;25.0
2017-09-20 11:00:00;44.0;63.0;41.0;69.0;38.0;70.0;60.0;74.0
2017-09-20 12:00:00;54.0;76.0;55.0;76.0;75.0;78.0;79.0;82.0
2017-09-20 13:00:00;65.0;80.0;58.0;81.0;79.0;84.0;83.0;90.0
2017-09-20 14:00:00;72.0;83.0;67.0;85.0;82.0;90.0;87.0;94.0
2017-09-20 15:00:00;69.0;79.0;66.0;93.0;85.0;90.0;89.0;98.0
2017-09-20 16:00:00;75.0;84.0;59.0;94.0;87.0;85.0;93.0;96.0
2017-09-20 17:00:00;66.0;78.0;55.0;94.0;84.0;100.0;94.0;94.0
2017-09-20 18:00:00;54.0;75.0;37.0;102.0;76.0;89.0;84.0;91.0
